Pokemon ID,Name,Description,Japanese name,Name etymology,Image URL,Species,Height,Weight,Type 1,Type 2,Abilities,EV Yield,Catch rate,Base Exp,Growth rate,Gender male %,Gender female %,Friendship,Generation
678,Meowstic,"Meowstic is a Psychic type Pokémon introduced in Generation 6. Meowstic is based on a cat. The organs within Meowstic's ears possess a formidable psychic power, so it usually keeps them clamped shut. But when Meowstic is threatened, it will lift its ears and release this power. Meowstic has different forms depending on its gender. The male is mainly blue and learns more defensive moves; the female is mainly white and learns more attacking moves.",ニャオニクス (Nyaonix),meow: the sound a cat makes | mystic: of or relating to the occult or psychics,https://img.pokemondb.net/artwork/meowstic-male.jpg,Constraint,60,850,Psychic,,"Keen Eye, Infiltrator, Prankster",2 Speed,75,163,Medium Fast,100,0,50,6
679,Honedge,Honedge is a Steel/Ghost type Pokémon introduced in Generation 6.,ヒトツキ (Hitotsuki),"hone: sharpen, refine | edge: thin, sharp side of a blade",https://img.pokemondb.net/artwork/honedge.jpg,Sword,80,200,Steel, Ghost,No Guard,1 Defense,180,65,Medium Fast,50,50,50,6
680,Doublade,Doublade is a Steel/Ghost type Pokémon introduced in Generation 6. Doublade is capable of carrying out intricate attacks by telepathically coordinating its two blades to deliver twice the slice in battle.,ニダンギル (Nidangill),"double: two | blade: the flat cutting part of a sword, etc.",https://img.pokemondb.net/artwork/doublade.jpg,Sword,80,450,Steel, Ghost,No Guard,2 Defense,90,157,Medium Fast,50,50,50,6
681,Aegislash,"Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. Aegislash has two different forms - Shield Forme, which is more defensive, and Blade Forme, which is more offensive. Its ability, Stance Change, causes Aegislash to change into Shield Forme when a defensive move is used, or change into Blade Forme when an attacking move is used.",ギルガルド (Gillgard),aegis: shield in Greek mythology | slash: to swipe,https://img.pokemondb.net/artwork/aegislash-shield.jpg,Royal Sword,170,5300,Steel, Ghost,Stance Change,"2 Defense, 1 Sp. Def",45,234,Medium Fast,50,50,50,6
682,Spritzee,"Spritzee is a Fairy type Pokémon introduced in Generation 6. It emits a unique fragrance from its body, and any who smell it fall under its spell.",シュシュプ (Shushupu),spritz: to spray or squirt,https://img.pokemondb.net/artwork/spritzee.jpg,Perfume,20,50,Fairy,,"Healer, Aroma Veil",1 HP,200,68,Medium Fast,50,50,50,6
683,Aromatisse,"Aromatisse is a Fairy type Pokémon introduced in Generation 6. Aromatisse can give off a variety of different smells, from a pleasant fragrance to an odor so repugnant to its opponent that it can turn a battle in its favor.",フレフワン (Frefuwan),"aromatic: fragrant, sweet-scented | -isse: French suffix for feminine nouns",https://img.pokemondb.net/artwork/aromatisse.jpg,Fragrance,80,1550,Fairy,,"Healer, Aroma Veil",2 HP,140,162,Medium Fast,50,50,50,6
684,Swirlix,"Swirlix is a Fairy type Pokémon introduced in Generation 6. It loves sweets and eats nothing else, making its body as sweet and sticky as cotton candy.",ペロッパフ (Peroppafu),swirl: to move in a spiral shape | licks: to eat with the tongue,https://img.pokemondb.net/artwork/swirlix.jpg,Cotton Candy,40,350,Fairy,,"Sweet Veil, Unburden",1 Defense,200,68,Medium Fast,50,50,50,6
685,Slurpuff,"Slurpuff is a Fairy type Pokémon introduced in Generation 6. Slurpuff has an unbelievable sense of smell - a hundred million times more sensitive than that of humans. With its highly attuned senses, it can distinguish the faintest of odors.",ペロリーム (Peroream),slurp: drink with loud sucking noises | puff: small blast (of powder etc.),https://img.pokemondb.net/artwork/slurpuff.jpg,Meringue,80,500,Fairy,,"Sweet Veil, Unburden",2 Defense,140,168,Medium Fast,50,50,50,6
686,Inkay,Inkay is a Dark/Psychic type Pokémon introduced in Generation 6. Transmitters above Inkay's eyes have the ability to drain the will to fight from other Pokémon. It uses this skill to run and hide when attacked by stronger enemies.,マーイーカ (Maaiika),"ink: dark fluid ejected by squid | okay: agreement, acceptance",https://img.pokemondb.net/artwork/inkay.jpg,Revolving,40,350,Dark, Psychic,"Contrary, Suction Cups, Infiltrator",1 Attack,190,58,Medium Fast,50,50,50,6
687,Malamar,Malamar is a Dark/Psychic type Pokémon introduced in Generation 6. Malamar wields some of the strongest hypnotic powers of any Pokémon and can make its opponents bend to its will.,カラマネロ (Calamanero),"malice: evil, spite | calamar: Spanish for ‘squid’",https://img.pokemondb.net/artwork/malamar.jpg,Overturning,150,4700,Dark, Psychic,"Contrary, Suction Cups, Infiltrator",2 Attack,80,169,Medium Fast,50,50,50,6
688,Binacle,Binacle is a Rock/Water type Pokémon introduced in Generation 6.,カメテテ (Kametete),"bi-: prefix meaning ‘two’ | barnacle: marine crustacean, typically attached to ship bottoms",https://img.pokemondb.net/artwork/binacle.jpg,Two-Handed,50,3100,Rock, Water,"Sniper, Tough Claws, Pickpocket",1 Attack,120,61,Medium Fast,50,50,50,6
689,Barbaracle,Barbaracle is a Rock/Water type Pokémon introduced in Generation 6.,ガメノデス (Gamenodes),"barbaric: uncivilized, brutish | barnacle: marine crustacean, typically attached to ship bottoms",https://img.pokemondb.net/artwork/barbaracle.jpg,Collective,130,9600,Rock, Water,"Sniper, Tough Claws, Pickpocket",2 Attack,45,175,Medium Fast,50,50,50,6
690,Skrelp,"Skrelp is a Poison/Water type Pokémon introduced in Generation 6. Disguised by its shape, Skrelp pretends to be a piece of seaweed. When prey gets too close, Skrelp bathes it in poison to keep it from struggling.",クズモー (Kuzumo),"screen: disguise, cover | kelp: seaweed",https://img.pokemondb.net/artwork/skrelp.jpg,Mock Kelp,50,730,Poison, Water,"Poison Point, Poison Touch, Adaptability",1 Sp. Def,225,64,Medium Fast,50,50,50,6
691,Dragalge,"Dragalge is a Poison/Dragon type Pokémon introduced in Generation 6. Tales are told of ships that wander into seas where Dragalge live, never to return. When Dragalge evolves from Skrelp, its loses its Water type and gains Dragon type.",ドラミドロ (Dramidoro),dragon: mythical fire-breathing creature | algae: aquatic plant family that includes seaweed,https://img.pokemondb.net/artwork/dragalge.jpg,Mock Kelp,180,8150,Poison, Dragon,"Poison Point, Poison Touch, Adaptability",2 Sp. Def,55,173,Medium Fast,50,50,50,6
692,Clauncher,Clauncher is a Water type Pokémon introduced in Generation 6. It has an oversized claw on one of its arms. This useful claw can seize prey and shoot water at others as a projectile.,ウデッポウ (Udeppou),"claw: pincer, talon | launch: throw, project",https://img.pokemondb.net/artwork/clauncher.jpg,Water Gun,50,830,Water,,Mega Launcher,1 Sp. Atk,225,66,Slow,50,50,50,6
693,Clawitzer,Clawitzer is a Water type Pokémon introduced in Generation 6.,ブロスター (Bloster),"claw: pincer, talon | howitzer: a type of cannon",https://img.pokemondb.net/artwork/clawitzer.jpg,Howitzer,130,3529,Water,,Mega Launcher,2 Sp. Atk,55,100,Slow,50,50,50,6
694,Helioptile,"Helioptile is an Electric/Normal type Pokémon introduced in Generation 6. It charges itself by bathing in the light of the sun, providing it with enough energy that it doesn't need to eat.",エリキテル (Erikiteru),helios: Greek for ‘sun’ | reptile: cold-blooded creature with scaly skin,https://img.pokemondb.net/artwork/helioptile.jpg,Generator,50,600,Electric, Normal,"Dry Skin, Sand Veil, Solar Power",1 Speed,190,58,Medium Fast,50,50,50,6
695,Heliolisk,Heliolisk is an Electric/Normal type Pokémon introduced in Generation 6.,エレザード (Elezard),helios: Greek for ‘sun’ | basilisk: a species of lizard,https://img.pokemondb.net/artwork/heliolisk.jpg,Generator,100,2100,Electric, Normal,"Dry Skin, Sand Veil, Solar Power","1 Sp. Atk, 1 Speed",75,168,Medium Fast,50,50,50,6
696,Tyrunt,"Tyrunt is a Rock/Dragon type Pokémon introduced in Generation 6. It's believed that Tyrunt is over one hundred million years old. The Pokémon is known to be a bit selfish, and will throw a fit when it doesn't like something. Tyrunt is obtained by reviving it from the Jaw Fossil.",チゴラス (Chigoras),tyrannosaur: a large bipedal dinosaur | runt: the smallest of a litter of animals,https://img.pokemondb.net/artwork/tyrunt.jpg,Royal Heir,80,2600,Rock, Dragon,"Strong Jaw, Sturdy",1 Attack,45,72,Medium Fast,87.5,12.5,50,6
697,Tyrantrum,Tyrantrum is a Rock/Dragon type Pokémon introduced in Generation 6. Tyrantrum's jaws can shred thick metal plates as if they were paper.,ガチゴラス (Gachigoras),tyrannosaur: a large bipedal dinosaur | tantrum: a display of rage or frustration,https://img.pokemondb.net/artwork/tyrantrum.jpg,Despot,250,27000,Rock, Dragon,"Strong Jaw, Rock Head",2 Attack,45,182,Medium Fast,87.5,12.5,50,6
698,Amaura,Amaura is a Rock/Ice type Pokémon introduced in Generation 6. It's believed that Amaura is over one hundred million years old. Amaura is obtained by reviving it from the Sail Fossil.,アマルス (Amarus),Amargasaurus: a small sauropod dinosaur | aurora: a luminous atmospheric phenomenon occurring in the arctic/antarctic,https://img.pokemondb.net/artwork/amaura.jpg,Tundra,130,2520,Rock, Ice,"Refrigerate, Snow Warning",1 HP,45,72,Medium Fast,87.5,12.5,50,6
699,Aurorus,Aurorus is a Rock/Ice type Pokémon introduced in Generation 6. Aurorus can blast freezing cold air to form a wall of ice to protect itself from attacks.,アマルルガ (Amaruruga),Amargasaurus: a small sauropod dinosaur | aurora: a luminous atmospheric phenomenon occurring in the arctic/antarctic,https://img.pokemondb.net/artwork/aurorus.jpg,Tundra,270,22500,Rock, Ice,"Refrigerate, Snow Warning",2 HP,45,104,Medium Fast,87.5,12.5,50,6
700,Sylveon,Sylveon is a Fairy type Pokémon introduced in Generation 6.,ニンフィア (Nymphia),sylph: an invisible spirit of the air; a fairy | eon: long period of time (implying evolution),https://img.pokemondb.net/artwork/sylveon.jpg,Intertwining,100,2350,Fairy,,"Cute Charm, Pixilate",2 Sp. Def,45,184,Medium Fast,87.5,12.5,50,6
701,Hawlucha,Hawlucha is a Fighting/Flying type Pokémon introduced in Generation 6.,ルチャブル (Luchabull),hawk: bird of prey | luchador: Mexican wrestler,https://img.pokemondb.net/artwork/hawlucha.jpg,Wrestling,80,2150,Fighting, Flying,"Limber, Unburden, Mold Breaker",2 Attack,100,175,Medium Fast,50,50,50,6
702,Dedenne,"Dedenne is an Electric/Fairy type Pokémon introduced in Generation 6. By emitting radio waves from its antenna-shaped whiskers, it can communicate with far-off allies. Dedenne can also plug its tail into outlets to drain electricity from them.",デデンネ (Dedenne),denki: Japanese for ‘electricity’ | antennae: aerial that receives television/radio waves,https://img.pokemondb.net/artwork/dedenne.jpg,Antenna,20,220,Electric, Fairy,"Cheek Pouch, Pickup, Plus",2 Speed,180,151,Medium Fast,50,50,50,6
703,Carbink,Carbink is a Rock/Fairy type Pokémon introduced in Generation 6.,メレシー (Melecie),carbon: core element of diamond and other minerals | clink: sound of gemstones clashing,https://img.pokemondb.net/artwork/carbink.jpg,Jewel,30,570,Rock, Fairy,"Clear Body, Sturdy","1 Defense, 1 Sp. Def",60,100,Slow,0,0,50,6
704,Goomy,Goomy is a Dragon type Pokémon introduced in Generation 6. Goomy is covered in a slimy membrane that makes any punches or kicks slide off it harmlessly.,ヌメラ (Numera),goo: sticky substance | slimy: covered in goo,https://img.pokemondb.net/artwork/goomy.jpg,Soft Tissue,30,280,Dragon,,"Sap Sipper, Hydration, Gooey",1 Sp. Def,45,60,Slow,50,50,35,6
705,Sliggoo,"Sliggoo is a Dragon type Pokémon introduced in Generation 6. Its four horns are a high-performance radar system. It uses them to sense sounds and smells. Sliggoo has a Hisuian Form, introduced in Pokémon Legends: Arceus.",ヌメイル (Numeil),slime: sticky substance | goo: sticky substance,https://img.pokemondb.net/artwork/sliggoo.jpg,Soft Tissue,80,1750,Dragon,,"Sap Sipper, Hydration, Gooey",2 Sp. Def,45,158,Slow,50,50,35,6
706,Goodra,"Goodra is a Dragon type Pokémon introduced in Generation 6. Goodra is a pseudo-legendary Pokémon. It has a Hisuian Form, introduced in Pokémon Legends: Arceus.",ヌメルゴン (Numelgon),goo: sticky substance | dragon: mythical fire-breathing creature,https://img.pokemondb.net/artwork/goodra.jpg,Dragon,200,15050,Dragon,,"Sap Sipper, Hydration, Gooey",3 Sp. Def,45,300,Slow,50,50,35,6
707,Klefki,"Klefki is a Steel/Fairy type Pokémon introduced in Generation 6. Klefki never lets go of a key that it likes, so people give it the keys to vaults and safes as a way to prevent crime.",クレッフィ (Cleffy),clef: French for ‘key’ | key: piece of metal for opening locks,https://img.pokemondb.net/artwork/klefki.jpg,Key Ring,20,300,Steel, Fairy,"Prankster, Magician",1 Defense,75,165,Fast,50,50,50,6
708,Phantump,"Phantump is a Ghost/Grass type Pokémon introduced in Generation 6. According to old tales, Phantump are stumps possessed by the spirits of children who died while lost in the forest.",ボクレー (Bokurei),phantom: a ghost | stump: remainder of a tree after being cut down,https://img.pokemondb.net/artwork/phantump.jpg,Stump,40,700,Ghost, Grass,"Natural Cure, Frisk, Harvest",1 Attack,120,62,Medium Fast,50,50,50,6
709,Trevenant,Trevenant is a Ghost/Grass type Pokémon introduced in Generation 6.,オーロット (Ohrot),tree: large plant with a trunk | revenant: one who has returned from the dead,https://img.pokemondb.net/artwork/trevenant.jpg,Elder Tree,150,7100,Ghost, Grass,"Natural Cure, Frisk, Harvest",2 Attack,60,166,Medium Fast,50,50,50,6
710,Pumpkaboo,Pumpkaboo is a Ghost/Grass type Pokémon introduced in Generation 6. Pumpkaboo are said to carry wandering spirits to the place where they belong so they can move on.,バケッチャ (Bakeccha),"pumpkin: large orange fruit, often used at Halloween | peek-a-boo: childish game involving hiding and suddenly reappearing",https://img.pokemondb.net/artwork/pumpkaboo.jpg,Pumpkin,40,500,Ghost, Grass,"Pickup, Frisk, Insomnia",1 Defense,120,67,Medium Fast,50,50,50,6
711,Gourgeist,Gourgeist is a Ghost/Grass type Pokémon introduced in Generation 6.,パンプジン (Pumpjin),gourd: family to which pumpkins belong | poltergeist: a ghost,https://img.pokemondb.net/artwork/gourgeist.jpg,Pumpkin,90,1250,Ghost, Grass,"Pickup, Frisk, Insomnia",2 Defense,60,173,Medium Fast,50,50,50,6
712,Bergmite,"Bergmite is an Ice type Pokémon introduced in Generation 6. Using air of -150 degrees Farenheit, they freeze opponents solid.",カチコール (Kachikohru),iceberg: large floating mass of ice | stalagmite: column of ice rising from the floor of a cave,https://img.pokemondb.net/artwork/bergmite.jpg,Ice Chunk,100,9950,Ice,,"Own Tempo, Ice Body, Sturdy",1 Defense,190,61,Medium Fast,50,50,50,6
713,Avalugg,"Avalugg is an Ice type Pokémon introduced in Generation 6. Avalugg has a Hisuian Form, introduced in Pokémon Legends: Arceus.",クレベース (Crebase),avalanche: a landslide of snow | vugg: small cavity in rock or ice,https://img.pokemondb.net/artwork/avalugg.jpg,Iceberg,200,50500,Ice,,"Own Tempo, Ice Body, Sturdy",2 Defense,55,180,Medium Fast,50,50,50,6
714,Noibat,Noibat is a Flying/Dragon type Pokémon introduced in Generation 6.,オンバット (Onbat),noise: loud sounds | bat: cave-dwelling flying mammal,https://img.pokemondb.net/artwork/noibat.jpg,Sound Wave,50,800,Flying, Dragon,"Frisk, Infiltrator, Telepathy",1 Speed,190,49,Medium Fast,50,50,50,6
715,Noivern,"Noivern is a Flying/Dragon type Pokémon introduced in Generation 6. It is extremely combative toward anything that wanders too close to it. It flies through even the darkest nights using ultrasonic waves it emits from its ears. Noivern loves fruit, and feeding it fruit will keep it calm.",オンバーン (Onvern),noise: loud sounds | wyvern: mythical dragon-like creature,https://img.pokemondb.net/artwork/noivern.jpg,Sound Wave,150,8500,Flying, Dragon,"Frisk, Infiltrator, Telepathy",2 Speed,45,187,Medium Fast,50,50,50,6
716,Xerneas,Xerneas is a Fairy type Pokémon introduced in Generation 6. Xerneas is a legendary Pokémon exclusive to Pokémon X.,ゼルネアス (Xerneas),X: letter; game in which Xerneas appears | Cernunnos: Celtic god based on a deer (itself from the Latin ‘cervus’),https://img.pokemondb.net/artwork/xerneas.jpg,Life,300,21500,Fairy,,Fairy Aura,3 HP,45,306,Slow,0,0,0,6
717,Yveltal,Yveltal is a Dark/Flying type Pokémon introduced in Generation 6. Yveltal is a legendary Pokémon exclusive to Pokémon Y.,イベルタル (Yveltal),"Y: letter; game in which Yveltal appears | wyvern: mythical dragon-like creature | quetzal: colorful, long-tailed bird",https://img.pokemondb.net/artwork/yveltal.jpg,Destruction,580,20300,Dark, Flying,Dark Aura,3 HP,45,306,Slow,0,0,0,6
